student_id,gender,age,previous_score,attendance_rate,study_hours_per_week,midterm_score,quiz_average,assignment_average,library_visits_per_week,online_course_time,participation_score,sleep_hours_per_day,extracurricular_hours,part_time_job_hours,parent_education_level,family_income,tutoring,course_difficulty,prerequisite_score,attendance_impact,study_efficiency,total_assessment_score,final_score,final_grade
S0024,Male,18,64.96052707169204,88.76980802303328,32.7431866863066,147.19328482489504,73.25469483359325,82.14450448547626,7.731386728852775,0.3268342464338331,95.4118980733947,5.33654868128264,3.3191513305834985,13.305041476501247,Bachelor,Middle,No,Easy,66.18099208362591,45.71332202158892,1.9839402833340876,105.49707372567886,91.41747432829155,A
S0025,Male,18,52.5463545266022,97.206608114502,26.13310775953137,68.4701414629189,72.09569526933598,75.19162731852713,0.9993690656861953,11.839845155417454,54.20783146499754,9.077369938692467,5.697819431436782,8.720994409407616,High School,Middle,No,Easy,59.63602542486977,40.00354872735011,2.010719697409019,71.57425336152649,83.9927039355908,B
S0026,Female,19,66.82644711557661,81.10351893088662,22.26695558183332,61.007691047489786,77.19039708702245,45.19309680008578,8.81189236894309,4.756331809111884,77.40014561304142,8.90942816915158,11.451673433640966,12.559015681439373,PhD,Low,No,Medium,93.53527389320669,39.81108480187427,3.0011488041094188,61.11812458512838,77.62765853214187,B
S0027,Male,17,92.50018622124365,70.35617099172558,6.402418022189334,71.03655855684066,57.17045824501894,47.20108024064533,,12.806446530029664,44.32841722352533,6.37643112350014,10.705621534114863,13.355989388119031,Master,High,Yes,Medium,42.72931637987071,29.972534742222738,14.447695527011655,59.72608496843554,66.41705097733212,C
S0028,Female,21,78.87804787843513,62.11306745458888,39.45126925849144,,72.51997033123513,56.0468168828114,6.543933648305748,12.039456324000506,73.28382220959588,7.531645514163133,9.937858655755559,27.316567524647894,High School,Middle,No,Medium,56.40618116829577,33.29068467829584,1.999379217981878,,71.62488814750095,B
S0029,Female,20,80.2165616900243,89.04339405935403,18.42183929012649,94.83447765469032,89.8941064024518,55.23046375207974,4.875022786202798,9.921030496781746,39.07100110069891,,0.09428318802886804,3.1037485111485905,,Middle,No,Medium,91.80242067504471,34.52721843794599,4.35442739602108,81.47116210823559,88.74130229277905,A
S0030,Male,18,78.45269691369379,64.85211992022137,10.327987487090338,63.40557327331946,50.74315803860074,59.0117337359915,3.6630314526233896,4.8731230064893305,30.145644742340004,8.13910977247781,2.1321497007058414,8.39192240422845,Bachelor,Middle,No,Hard,94.09229007513812,25.48476492453441,7.5961262551641555,58.28869684170546,70.2003075832065,B
S0031,Female,17,58.95464625317466,72.11100513087868,28.334809938875985,59.15268518390528,63.100023695569824,61.77140507337134,6.454418331834964,7.7447484249175504,95.20722609867053,5.854160875722588,3.349463236531002,16.126944497481418,Master,Middle,No,Easy,85.36958842499234,40.67474675899771,2.0806437869303505,61.122502704244454,82.30972888155394,B
S0032,Male,19,68.8250238846026,81.2988363153559,14.950090118341077,,50.11782014930452,64.80360214529006,9.47522980551238,6.672438863969385,68.84260633226465,9.06447240629341,4.079337690582744,20.94860779891775,High School,Low,No,Medium,44.17990342090251,38.1581721610597,4.603652776658961,,79.85126305006509,B
S0033,Male,23,83.79229092634932,82.5766635111899,25.502239482586667,60.01446735724329,69.95414283919271,,0.41269747374621857,5.083228293730113,94.88584639474276,,2.1963981247335003,18.91911866877731,Bachelor,Middle,No,Medium,70.87452655889471,43.75016833230552,3.2856836351005185,,88.08598066116788,A
S0034,Female,22,54.561780389892164,84.02332787948544,25.536876774560692,85.83008677658168,84.95914450369926,50.4376486150808,9.188528558831043,12.722044339547672,53.368206659145045,4.088820536910784,6.154733272108345,28.249282132121834,Bachelor,Middle,No,Medium,62.0067645968757,35.880639695674645,2.136587840069992,74.9510726462667,86.30457543479191,A
S0035,,23,62.503374924037054,,20.60054373160042,,88.34104779750217,47.32990625740301,6.0908165502101355,7.252606118664979,52.945024841322976,5.61104825180751,1.1277087752103887,23.868267744584195,High School,Middle,No,Hard,84.35489122324708,,3.0340643304554793,,76.68904418022089,B
S0036,Female,23,62.43435988096341,75.18949619286595,34.26415154407649,79.57571272959892,95.36910853409631,82.06694469901629,8.073143007690524,12.490846466957198,58.04585012411222,,11.25033285581671,16.71230525923291,Bachelor,Middle,No,Medium,43.02633295642333,34.16601888268223,1.822148136388246,85.06110106177336,92.70762006333358,A
S0037,Male,18,69.44085174175277,84.68776908467866,14.273847154440507,45.90992690430376,79.20822142259775,74.55341536636928,3.8387495343427758,1.5782771121273642,79.42286887707178,7.049718638349546,11.815811809441573,6.440480750205225,Bachelor,Middle,No,Medium,50.84208134045862,41.29090450081796,4.864900891148336,64.49246179841161,73.92006659018534,B
S0038,Male,24,94.11659334239832,98.79275458535139,20.702140706620696,86.53655520553116,62.222089599338986,69.42793112210657,4.7184297483761375,2.115371829005036,69.6066043930322,5.222219749939458,8.614000344013471,13.526226942067193,High School,Low,No,Medium,66.90572864224461,43.55914725421185,4.546225179133245,74.10962829864613,88.11010155092741,A
S0039,Female,24,53.03761460077199,89.10524550798755,23.819224500684,80.46448927279604,94.35910155856155,79.89419676425938,8.68850751801164,14.65980457669465,94.77484349693826,8.579139224316968,1.3455731556295176,20.80146732583432,Bachelor,Middle,No,Medium,48.670621462130484,45.68654235178391,2.2266726021768233,84.4617852059647,90.38673092644557,A
S0040,Male,19,73.34154474712678,96.90415028375831,28.226865226855487,51.64442281540811,87.21515618625806,90.52236739619472,4.148479698098231,8.816526939091345,31.780863079270755,5.448223828024023,13.35124754320137,25.13886524508255,PhD,Middle,No,Easy,78.0993328481864,35.42741770098164,2.598288692622816,73.97902620089909,89.44219160262223,A
S0041,Male,20,58.07141069054947,90.48848233256709,32.43901476769563,47.99073053601826,77.57256718415094,68.52311000139125,5.34659566749085,7.646545102485735,79.57371565807756,8.241809079475935,14.484537430621717,28.79208673267162,High School,Middle,No,Hard,85.1421971626889,43.06128783138564,1.7901718380294287,63.02499537006996,82.51134505428382,B
S0042,Female,24,93.68044454343848,83.66867875569602,18.818254900738964,57.39607917990934,83.39073035450892,80.26157057785886,0.20194923084332905,,53.1229382556588,7.4708255380823445,3.0354534048268405,18.16358298413753,High School,Middle,Yes,Easy,78.74859414952039,35.725191277840565,4.9781685410032255,72.05412195167406,86.25592295528868,A
S0043,Male,23,55.098657712735886,67.68093476545378,27.611643043380862,93.68388223175474,94.3671850403566,97.44647231093373,1.5859800583804229,3.229031610492897,42.61635562729228,9.917499138831307,10.569597291610796,15.807581019132973,Bachelor,Middle,No,Medium,64.21560425019902,28.827551555094587,1.9954863832684626,95.01765009808899,95.864500664301,A
S0044,Female,24,68.1620451062716,86.66742607570052,10.27138335739817,54.12573660118822,84.19491336670023,91.17934727238584,6.416865079747998,10.780559242529595,65.72769357640692,9.99940586205539,12.629079459637286,0.5307576936344494,Bachelor,High,No,Medium,88.31132164389554,39.14576653799154,6.636111489030981,74.2625728322011,82.31184327142137,B
S0045,Male,23,83.20482431755727,84.93518263839628,37.64268351898675,65.08699649206483,67.68197636406722,68.43004457763251,7.169769010638771,,65.35446489259971,9.217156499903979,8.097652838140535,2.162972074505398,Master,Low,Yes,Hard,47.572737244596794,38.55144777003883,2.210385034732958,66.86840487933586,87.11815775719494,A
S0046,Female,21,81.70494926123504,84.09876681829066,18.407058224735124,41.6511124144535,84.22535370987664,80.45942607981087,5.8260093678449945,8.599855696545347,39.59077200818999,8.559900215792506,4.849846492901233,4.683149929122008,Master,Low,No,Medium,54.31862211444549,33.14778444712519,4.4387836591640255,66.06587890268764,81.61470529769161,B
S0047,Male,18,69.02278866022695,,30.533249769175345,,51.93335181129862,54.738900705376686,1.4331003627561067,8.56153194878852,44.13272392930229,6.318738484003442,7.178380726205289,1.6427979356888422,High School,Middle,Yes,Medium,66.92468268887669,,2.2605778678006456,,77.5473789079821,B
S0048,Female,18,65.59358755787233,81.14626415957102,5.711937865876218,71.42260084882065,68.5479469678679,75.82872016922994,4.454054285778348,13.712826362002664,58.571526543108845,8.519660362787821,7.68403126176678,12.025897164147795,Bachelor,Low,Yes,Medium,43.37362293835886,36.058184556493075,11.483596127635781,71.88204048065762,77.07053258744811,B
S0049,Female,20,67.89255703487918,73.37770108472417,12.181550001668246,92.42185368793808,69.50350552858781,98.97305601261435,,7.8927421515729055,58.61679886746207,9.740053222476945,6.009555662820419,10.106356354166165,Master,Middle,No,Medium,45.2627179861601,33.73667009890966,5.573392304393233,87.51170993753587,87.62490329168105,A
S0050,Male,24,61.89243184213877,80.77250770569214,22.04788905132523,68.42048247170354,58.008235252200066,73.50733133613872,4.956613440350884,,52.22906977337793,4.140265452372665,13.947637404505592,19.120624736051788,PhD,Low,No,Medium,61.859385444730464,34.677566266383224,2.8071817532308656,66.82286296518305,82.96883479480923,B
S0051,,24,59.23998224180599,67.90223622713913,35.73883637063213,85.05090293977283,51.10810306648497,96.02010645545809,8.703290345540942,8.591298888722438,40.39816060569866,7.227488201186433,11.15824666413753,16.069953238002082,Bachelor,Low,Yes,Hard,91.91374632040046,28.450302989281468,1.6575800517804655,78.15882403249205,94.09689280508067,A
S0052,Female,22,71.73678639015004,92.20697589441508,23.4539302482737,,56.40229935861166,67.40342062767934,7.758614386586519,1.3699146654799854,30.306157537068568,5.307989826330608,3.6195246338244598,17.87912278163579,High School,Low,No,Easy,89.96275313023501,33.723324275738236,3.0586253830711443,,84.54946732998725,B
S0053,Female,17,62.08401902304233,67.43107818794832,37.545466880285765,42.2431757389535,81.42183179825864,99.93646549515472,0.8398950138915895,,97.91645436996144,7.347257895213103,8.783357809798028,14.159316088129623,Bachelor,Middle,No,Medium,65.62861720531261,39.81261433037679,1.653568970682881,71.30475948360541,85.9445376711817,A
S0054,Female,21,62.935774920376254,63.398651595578656,21.932891380397873,57.32545513543757,88.509863185457,76.85710193751568,8.903091977745643,0.466628762811242,96.0449460792749,,10.330337263967511,8.332114456627714,High School,High,Yes,Medium,47.818719948090155,38.22858469452858,2.8694700497456513,72.54027159106684,80.40412390423155,B
S0055,Female,18,79.55402285635506,77.4498410542863,22.165718385758247,71.65522293071068,,47.3247946829764,4.717671511498236,7.699403736892474,63.855526542329464,7.454611489313706,2.102346325531954,28.584759448394312,Master,Middle,Yes,Medium,49.795921077713956,36.00605762475178,3.5890568251318,,80.7941336485957,B
S0056,Female,21,93.58417992649515,86.33229758024248,9.191137597518615,92.28266812621183,66.62544814920773,77.27151381802634,7.438621448859984,1.2679892294035855,99.6536227292504,7.305773328512345,5.376386135702232,2.5922747928041687,High School,Low,,Medium,60.765033003502,45.830413819922825,10.182001839659176,80.08215584065495,86.24884967190617,A
S0057,Male,18,77.16367402517187,77.50867299734165,33.09296854532769,87.25216978631784,78.77020266853287,60.10149826237782,1.4003923126435214,7.040915677969935,77.15580315475702,9.760642235011371,13.583224224058739,28.166729983959215,High School,Middle,No,Easy,51.55408072977298,38.6837625301539,2.3317241522010996,76.56237819380033,93.0088201854816,A
S0058,Male,21,53.46407601792348,71.07016527805234,13.643789436347188,,94.98295840712585,,6.707195257070481,13.994175529862162,34.82002763252791,7.313116653608416,8.507596502778023,9.33714140594204,Bachelor,Low,No,Easy,44.56365769147078,28.285055109921288,3.9185650194435473,,64.20513676285655,C
S0059,Male,19,53.40126262343301,82.32684735561763,36.48643712803103,52.106040651053995,58.018005504231326,90.14693175820648,2.3632601760945793,10.79642119528998,38.24027393578392,9.077392528749204,3.254966190904753,15.379843361018922,Bachelor,Middle,Yes,Medium,77.05776159359985,32.34610899384207,1.4635921407192434,65.29189743915295,87.1733127566622,A
S0060,Male,23,92.81404493805047,73.880093416488,36.878847711563864,51.06451319126454,84.44698814445165,60.16513003394158,4.383808971409316,1.1611751133793957,94.12775907087465,5.918921720805079,1.8417719717872616,3.265269684826384,Bachelor,High,No,Medium,71.97967507859822,40.989579839121326,2.516728441841944,63.80944073002378,84.37382765213643,B
S0061,Male,18,63.37808556383001,97.31470760506532,38.01585391559524,90.73743929663767,86.23897919115984,88.81017047255742,0.1686287008210441,,74.103654150474,6.628604132746293,7.773403402123166,2.127932051130278,Bachelor,Middle,No,Medium,56.02132168879468,44.0151431116144,1.6671488086140407,88.80972061777024,100.0,A
S0062,Male,21,54.143014373711395,96.90580558414288,23.20806711860815,86.89663842059463,54.270825721728244,60.85196706257268,1.5161063793047602,10.104936298401514,89.02285386601457,6.822480856268859,8.215285845437162,12.886363461558087,Master,Low,No,Medium,82.84216104037674,46.87631244844577,2.332939408396476,69.29549320352812,84.94857745425693,B
S0063,Female,24,76.95700642176718,80.09487279888381,28.698282467427553,,91.33997048878712,55.687949463057585,0.9208049312361977,13.420527915362756,92.8788754743691,,5.016216770319185,22.250921291390345,Bachelor,Middle,No,Medium,82.6771888238209,42.60423693453896,2.6815892731250766,,93.08541906992541,A
S0064,Male,17,78.06419502306197,73.11535976073034,32.24805580215822,61.600431282332515,89.02904226132051,98.5664565757435,2.3974417293825843,0.4937788014593064,61.355940789767025,6.278741568867732,9.456240426286778,8.080943326456469,Bachelor,Low,No,Medium,67.0051083617019,34.205796086172505,2.420741129387325,80.91882216405222,91.25975157621038,A
S0065,Male,19,79.18271690534097,89.48529655826556,9.585511652766296,67.74093873643217,51.60334431571685,64.89049302652607,1.0001809002432227,,33.39681661036851,7.591078476800652,1.030270293290831,16.8704366680596,Bachelor,Middle,No,Hard,45.30929055315416,33.52495228955337,8.260666699256426,62.04452669724574,69.81797484888746,C
S0066,Female,19,62.03309125358936,,26.033501824912403,65.5382459637334,54.37205191424247,78.07569162937382,6.919100266195619,8.427208205074631,43.179624422812545,7.481126579827194,2.177095398992109,8.35951021568455,Bachelor,Middle,,Easy,90.51581700557466,,2.3828177888165487,65.94962144857826,81.54544431367968,B
S0067,Male,17,50.679980789651374,78.99076024174605,17.54543217655468,53.9368959157655,52.35809090680891,78.54898210479593,0.2903990220921937,8.191369879445888,34.66003631117046,,8.194107315168889,11.658391826791224,Bachelor,Middle,Yes,Medium,76.77632879475343,30.629235334757904,2.8884999970176386,60.84688026978765,63.269253108146984,C
S0068,Female,21,93.42569162545124,73.45293577081334,48.12841916164734,67.77654253818218,66.06768952636938,75.8260415195426,6.1774050062499795,14.36719774130037,43.21178919889552,6.110907492520846,0.9272354076668093,27.193389554214743,Bachelor,High,No,Medium,53.5877950533573,30.67823857102311,1.9411751570660454,69.67873632904647,80.07181583510989,B
S0069,Male,24,61.29018705609961,96.82143540410219,10.419493856707959,41.67731013190149,74.44587155263645,95.3082658936668,1.4070783082557425,11.214669188951596,58.737304851911375,5.894988970918343,13.213631474866508,25.675188764847586,Master,Middle,No,Easy,73.57500008688247,40.79389159161293,5.8822614513699865,67.59716528665156,79.725488533073,B
S0070,,20,80.42118296236464,60.4801210909073,11.402302408672965,47.24957054236025,75.55269094182219,82.09425892517777,9.451614571778968,12.751783020841678,38.27377673604898,7.669707296524979,2.1321955568477517,15.480526302528895,Bachelor,High,No,Medium,62.27618227051966,25.798791674481986,7.053065256469049,66.19391317704408,72.66582216383,B
S0071,Female,17,81.79834414454193,82.11259502873396,17.776664834241053,88.76242778929205,62.84800446893325,67.20531522577116,9.330940731098543,5.3099335431700005,41.67132734637403,4.79717049056515,10.108798111268047,7.1431688241623625,Master,Middle,No,Medium,74.94423018547769,32.96804397789499,4.601444922727215,74.52096702412814,80.20467811304874,B
S0072,Male,21,77.45033376857685,89.62654324266504,20.135300835077604,81.34238718672827,93.75665055489316,92.43092114883507,,,61.207524745017544,,5.868051625716379,5.795517381990685,Bachelor,Middle,No,Easy,66.06289926520614,39.12946792180302,3.8464949892206737,88.39322638580977,96.73182290876986,A
S0073,Male,17,64.08083273961417,79.40071950096166,26.811034858626552,63.25776249824979,67.67661391385184,,6.144212982230295,9.231085161416562,53.81196652719427,4.252766421717971,5.996816213133727,28.622620591071428,Bachelor,Middle,Yes,Medium,66.70096826318533,34.582609155727354,2.3900917319122397,,79.06371568515085,B
S0074,Female,17,62.19933141938296,63.41612120650887,7.604994645348048,68.44326992561325,52.18640748633692,74.93302166857296,0.28005319472458434,4.823759105436976,62.73606869316287,4.435665115576481,11.473342929167156,6.081497895320625,Bachelor,Low,No,Medium,80.47351505490477,31.572050100585233,8.178747562620586,65.51313671671826,67.03834675780132,C
S0075,Female,18,76.89507272162164,98.8984556011161,22.629211643310562,60.34993872779876,64.41090135398655,97.2802704569066,9.31788543051174,8.553721874210993,60.04204194313434,,7.4919320125937094,24.245049327376176,High School,Middle,No,Easy,73.75491603351867,41.6779450689617,3.3980447014093245,72.64732703438744,87.31218148329565,A
S0076,Female,21,88.97430351252612,80.72041725504391,11.39187955885854,80.74289269383698,75.49325228211947,79.39686964342269,5.229873081917097,3.5498306921957075,75.11346181859184,4.117175681781514,10.884831954657995,11.069106286066118,Bachelor,Middle,Yes,Medium,44.39739801843241,39.238817540231544,7.810326913379104,78.76419365519743,78.00172723415837,B
S0077,Female,20,92.6030178015528,84.56744977276045,25.089131126110967,83.13029485776437,69.59464748423514,89.9332647761182,0.43223151417778993,2.1506350660235936,95.60326842130982,5.472463552524769,7.577868431291538,29.56979542674715,Bachelor,Low,No,Medium,43.5955463745467,44.4908886160901,3.690961529758925,81.11049162121175,100.0,A
S0078,Male,23,54.765761198169095,69.46439130830029,27.309161429141422,81.98068546117375,63.14444091676444,80.9458399049856,3.424999930081374,5.609553889159989,37.55050369109697,7.929857938372156,8.893580121078951,11.044672210883636,High School,Middle,No,Easy,56.77550806231989,28.34941813070948,2.0053988600224435,76.0193584309945,86.94260241245478,A
S0079,Male,18,56.9672875668974,79.33992340427216,24.484823979349883,79.74364486589474,56.30351598868724,91.16539749458397,0.768494618612342,11.089344431196555,36.94821045164365,4.3666424708135985,11.410719418044962,10.545498747321783,Bachelor,Middle,No,Easy,63.663529809631044,31.19161911161038,2.326636598038961,76.13813199133926,81.58479552344176,B
S0080,Male,17,92.51313164523859,77.16597967833287,30.84034286674077,51.24773862810377,89.31989600461903,96.9468333914884,3.9294443937335988,13.742807221108313,89.69642777636314,6.620420066767846,9.10963114381913,19.123908866328694,Bachelor,High,No,Medium,55.137240754860734,41.08907945877249,2.9997439407526096,76.37911427007373,94.9222012811435,A
S0081,Female,23,83.14408527506566,62.99583368007935,16.746323548431548,58.58834885822633,97.8149716219612,60.010695014300524,6.699263421613231,6.865710772473488,65.44776932567214,9.478652721517296,9.23422664083183,28.845504198804576,PhD,Middle,No,Medium,75.8302921938455,31.98830396915823,4.9649157341673895,70.78303953416905,75.95004504257597,B
S0082,Female,22,89.73472211733979,64.24641414189868,31.778730707159582,65.84149892410213,65.81802240914634,54.33135946911953,4.698899080414396,9.642355324131476,83.64835164979095,8.747708973552406,11.838293871413917,29.286288173892988,Master,Middle,No,Hard,50.7309362449092,36.003594572527795,2.8237352506065645,62.381414133120614,83.48550103011922,B
S0083,Male,23,59.11846853609044,93.49890078475099,20.146847859786778,58.19361452852106,,71.61949126828969,3.837221747194545,1.545556964626507,45.0795332525097,5.832625013769143,14.236302237290598,21.216184394009556,High School,High,Yes,Easy,78.72776030178935,37.065576885927236,2.9343780698364847,,78.50716831455009,B
S0084,Male,17,76.44136419992309,69.5927980882636,21.94645744129089,81.5217110087081,79.66580118449394,83.60243347533188,1.191570455404648,,88.02038012172862,9.548832875149882,5.6507423090300515,22.63819096909061,Bachelor,Middle,No,Easy,82.52329080389116,38.48191545082481,3.483084429658494,81.589154801431,89.02383064416506,A
S0085,Male,17,81.55128174878631,67.79833085994522,27.6835744541375,58.11444383374751,84.48519078730598,57.495518925021884,2.4493904569365634,8.529063203549017,94.66926369348872,5.977878980486349,8.65675735838927,16.90206527919083,High School,Low,Yes,Easy,46.83756191776078,39.27335199668131,2.9458364158822676,65.83999044719737,80.46737441276306,B
S0086,Male,24,,80.19645805000557,5.6425434399728385,47.60276477319354,68.81741767057238,45.22557977365919,1.0014328773835113,11.705073714377356,74.48381108825419,4.435092978025375,1.294097366003184,22.673272173969956,High School,Low,No,Medium,75.79434338496434,38.95569963265251,,53.25400514254688,63.73132831179198,C
S0087,Female,21,68.36682608900142,90.74988525450053,27.88979774970869,,93.43661681512714,63.861431371018796,,11.916618013820907,37.41153150316616,9.964335740608682,5.382058208533004,25.793389649114896,Master,High,No,Medium,92.87897867450627,34.70727187698339,2.451320253468511,,91.91848318137514,A
